url_path,views_total,views_unique
/jodithea/SNP_harmoniser_b37_b38,4,1
/jodithea/SNP_harmoniser_GRCh37_GRCh38,1,1
/jodithea/SNP_harmoniser_b37_b38/issues,1,1
