url_path,views_total,views_unique
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main,45,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Data,27,1
/jodithea/Tutorial_GWAS_including_X_chromosome,17,7
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/05_GWAS,9,3
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/04_Ancestry_Checks,8,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/02_QC,7,2
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/01_Download_genotype_data_for_tutorial.md,7,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/05_GWAS/04_GWAS.sh,4,3
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Data/Tutorial_phenotype_data,4,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/03_Imputation,3,1
