url_path,views_total,views_unique
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/02_QC,21,3
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main,19,2
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/04_Ancestry_Checks,18,3
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/05_GWAS,18,3
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/03_Imputation,17,3
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/06_Clumping,10,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Genotype_Data,6,3
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/02_QC/09_Prepare_Wrayner_checking_tool.sh,6,1
/jodithea/Tutorial_GWAS_including_X_chromosome,5,3
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/02_QC/10_Run_Wrayner_checking_tool.md,5,1
