url_path,views_total,views_unique
/jodithea/Tutorial_GWAS_including_X_chromosome,14,3
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Data,12,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main,10,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/06_Clumping,8,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/05_a_Download_1000G_reference_data.md,3,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/05_b_Tidy_1000G_reference_data.sh,3,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/06_Clumping/02_Update_1000G_markername.sh,3,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/05_GWAS,3,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/02_Download_data_for_GWAS.md,2,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/01_Download_raw_genotype_data_for_full_tutorial.md,1,1
