url_path,views_total,views_unique
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main,22,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Data,18,1
/jodithea/Tutorial_GWAS_including_X_chromosome,12,5
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/05_GWAS,9,3
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/01_Download_genotype_data_for_tutorial.md,6,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/04_Ancestry_Checks,5,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/05_GWAS/04_GWAS.sh,3,2
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/05_GWAS/01_GRM_autosomes.sh,3,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Data/Tutorial_phenotype_data,2,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/01_Download_raw_genotype_data_for_full_tutorial.md,1,1
