url_path,views_total,views_unique
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/02_QC,10,2
/jodithea/Tutorial_GWAS_including_X_chromosome,5,3
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/02_QC/02_Sample_QC.sh,5,2
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/05_GWAS,4,3
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/05_GWAS/04_GWAS.sh,3,3
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/Tutorial_flow_diagram_overview.png,3,2
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Data,3,2
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/04_Download_HRC_reference_panel.md,3,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/02_QC/04_Variant_QC_XnPAR.sh,3,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/02_QC/08_Prepare_Wrayner_checking_tool.sh,3,1
