url_path,views_total,views_unique
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main,42,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/01_Data,27,1
/jodithea/Tutorial_GWAS_including_X_chromosome,16,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/02_QC,11,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/06_Clumping,10,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/04_Ancestry_Checks,9,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/05_b_Tidy_1000G_reference_data.sh,6,1
/jodithea/Tutorial_GWAS_including_X_chromosome/tree/main/03_Imputation,5,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/01_Download_raw_genotype_data_for_full_tutorial.md,4,1
/jodithea/Tutorial_GWAS_including_X_chromosome/blob/main/01_Data/02_Download_data_for_GWAS.md,4,1
