time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,,,155.0,1.0
2025-12-04 00:00:00+00:00,,,9.0,1.0
2025-12-08 00:00:00+00:00,14.0,13.0,31.0,1.0
2025-12-12 00:00:00+00:00,2.0,2.0,,
