url_path,views_total,views_unique
/jodithea/Polygenic_score_workshop,66,31
/jodithea/Polygenic_score_workshop/tree/main,27,4
/jodithea/Polygenic_score_workshop/blob/main/traffic_log.csv,17,2
/jodithea/Polygenic_score_workshop/actions/workflows/log-traffic.yml,16,1
/jodithea/Polygenic_score_workshop/tree/main/02_Evaluate_PGS,14,5
/jodithea/Polygenic_score_workshop/tree/github-repo-stats,13,1
/jodithea/Polygenic_score_workshop/tree/main/02_Evaluate_PGS/02_Evaluate_PGS_in_R,10,4
/jodithea/Polygenic_score_workshop/tree/main/.github/workflows,10,2
/jodithea/Polygenic_score_workshop/tree/main/01_Create_PGS,7,6
/jodithea/Polygenic_score_workshop/blob/main/01_Creating_Polygenic_Scores.pdf,7,4
