url_path,views_total,views_unique
/jodithea/Polygenic_score_workshop/tree/main/01_Create_PGS,21,3
/jodithea/Polygenic_score_workshop,6,3
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/03_SBayesRC_PGS_weights.sh,6,3
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/02_a_Impute_GWAS_sumstats.sh,6,2
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/04_Align_genotype_data_with_SBayesRC.sh,5,3
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/01_Format_GWAS_sumstats.sh,5,2
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/05_Plink_PGS_scores.sh,5,2
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/02_b_Impute_GWAS_sumstats.sh,4,2
/jodithea/Polygenic_score_workshop/blob/main/01_Creating_Polygenic_Scores.pdf,3,2
/jodithea/Polygenic_score_workshop/blob/main/02_Evaluating_Polygenic_Scores.pdf,1,1
