url_path,views_total,views_unique
/jodithea/Polygenic_score_workshop,7,1
/jodithea/Polygenic_score_workshop/tree/main/01_Create_PGS,4,2
/jodithea/Polygenic_score_workshop/tree/main/02_Evaluate_PGS/02_Evaluate_PGS_in_R,4,1
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/01_Format_GWAS_sumstats.sh,3,1
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/02_a_Impute_GWAS_sumstats.sh,3,1
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/04_Align_genotype_data_with_SBayesRC.sh,2,2
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/02_b_Impute_GWAS_sumstats.sh,2,1
/jodithea/Polygenic_score_workshop/blob/main/01_Create_PGS/03_SBayesRC_PGS_weights.sh,2,1
/jodithea/Polygenic_score_workshop/blob/main/01_Creating_Polygenic_Scores.pdf,2,1
/jodithea/Polygenic_score_workshop/blob/main/02_Evaluate_PGS/02_Evaluate_PGS_in_R/Evaluate_PGS_in_R.html,1,1
