time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,9,9,49,1
2025-11-26 00:00:00+00:00,1,1,0,0
2025-11-27 00:00:00+00:00,2,1,0,0
2025-12-06 00:00:00+00:00,1,1,0,0
2025-12-10 00:00:00+00:00,1,1,0,0
2025-12-18 00:00:00+00:00,1,1,0,0
2025-12-19 00:00:00+00:00,1,1,0,0
