time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,0,0,155,1
2025-12-04 00:00:00+00:00,0,0,9,1
2025-12-08 00:00:00+00:00,14,13,31,1
2025-12-12 00:00:00+00:00,2,2,0,0
