time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,8,8,19.0,1.0
2025-11-26 00:00:00+00:00,1,1,,
2025-11-27 00:00:00+00:00,2,1,,
2025-12-06 00:00:00+00:00,1,1,,
