time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-11 00:00:00+00:00,,,1.0,1.0
2025-11-12 00:00:00+00:00,,,5.0,1.0
2025-11-16 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-11-17 00:00:00+00:00,1.0,1.0,30.0,4.0
2025-11-19 00:00:00+00:00,,,9.0,2.0
2025-11-20 00:00:00+00:00,,,2.0,2.0
2025-11-22 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-11-23 00:00:00+00:00,1.0,1.0,,
2025-11-24 00:00:00+00:00,,,7.0,2.0
