time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-11 00:00:00+00:00,,,1,1
2025-11-12 00:00:00+00:00,,,5,1
2025-11-16 00:00:00+00:00,1.0,1.0,1,1
2025-11-17 00:00:00+00:00,1.0,1.0,30,4
2025-11-19 00:00:00+00:00,,,9,2
2025-11-20 00:00:00+00:00,,,2,2
2025-11-22 00:00:00+00:00,1.0,1.0,1,1
