time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-09 00:00:00+00:00,,,21,1
2025-09-10 00:00:00+00:00,1.0,1.0,10,1
2025-09-11 00:00:00+00:00,,,1,1
2025-09-17 00:00:00+00:00,,,3,2
2025-09-18 00:00:00+00:00,,,14,3
2025-09-20 00:00:00+00:00,,,1,1
2025-09-21 00:00:00+00:00,,,1,1
2025-09-22 00:00:00+00:00,1.0,1.0,20,4
