url_path,views_total,views_unique
/jodithea/Sex_differences_genetics_depression,15,10
/jodithea/Sex_differences_genetics_depression/tree/main/01_GWAS,10,7
/jodithea/Sex_differences_genetics_depression/tree/main/01_GWAS/02_GWAS_GxS_example_scripts,7,5
/jodithea/Sex_differences_genetics_depression/tree/main/02_Format_sumstats,6,3
/jodithea/Sex_differences_genetics_depression/tree/main,5,2
/jodithea/Sex_differences_genetics_depression/blob/main/06_LDSC/02_Intercept/01_LDSC_intercept.sh,4,1
/jodithea/Sex_differences_genetics_depression/tree/main/02_Format_sumstats/GxS,3,2
/jodithea/Sex_differences_genetics_depression/tree/main/03_Meta-analysis,3,2
/jodithea/Sex_differences_genetics_depression/blob/main/06_LDSC/01_Munge/01_Munge_metal_sumstats.sh,3,1
/jodithea/Sex_differences_genetics_depression/tree/main/06_LDSC,3,1
