time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,5.0,5.0,41.0,1.0
2025-08-08 00:00:00+00:00,3.0,3.0,1.0,1.0
2025-08-09 00:00:00+00:00,2.0,2.0,,
2025-08-13 00:00:00+00:00,1.0,1.0,8.0,2.0
2025-08-14 00:00:00+00:00,,,1.0,1.0
